date,station_name,river_name,station_code,variable,value,unit,source_sheet_index
2022-05-02,松浦大桥,黄浦江,63401120,water_level,2.59,m,3
2022-05-03,松浦大桥,黄浦江,63401120,water_level,2.51,m,3
2022-05-04,松浦大桥,黄浦江,63401120,water_level,2.57,m,3
2022-05-05,松浦大桥,黄浦江,63401120,water_level,2.5,m,3
2022-05-06,松浦大桥,黄浦江,63401120,water_level,2.53,m,3
2022-05-07,松浦大桥,黄浦江,63401120,water_level,2.5,m,3
2022-05-08,松浦大桥,黄浦江,63401120,water_level,2.49,m,3
2022-05-09,松浦大桥,黄浦江,63401120,water_level,2.45,m,3
2022-05-10,松浦大桥,黄浦江,63401120,water_level,2.43,m,3
2022-05-11,松浦大桥,黄浦江,63401120,water_level,2.4,m,3
2022-05-12,松浦大桥,黄浦江,63401120,water_level,2.4,m,3
2022-05-13,松浦大桥,黄浦江,63401120,water_level,2.43,m,3
2022-05-14,松浦大桥,黄浦江,63401120,water_level,2.53,m,3
2022-05-15,松浦大桥,黄浦江,63401120,water_level,2.55,m,3
2022-05-16,松浦大桥,黄浦江,63401120,water_level,2.55,m,3
2022-05-17,松浦大桥,黄浦江,63401120,water_level,2.51,m,3
2022-05-18,松浦大桥,黄浦江,63401120,water_level,2.58,m,3
2022-05-19,松浦大桥,黄浦江,63401120,water_level,2.54,m,3
2022-05-20,松浦大桥,黄浦江,63401120,water_level,2.59,m,3
2022-05-21,松浦大桥,黄浦江,63401120,water_level,2.57,m,3
2022-05-22,松浦大桥,黄浦江,63401120,water_level,2.57,m,3
2022-05-23,松浦大桥,黄浦江,63401120,water_level,2.47,m,3
2022-05-24,松浦大桥,黄浦江,63401120,water_level,2.45,m,3
2022-05-25,松浦大桥,黄浦江,63401120,water_level,2.45,m,3
2022-05-26,松浦大桥,黄浦江,63401120,water_level,2.42,m,3
2022-05-27,松浦大桥,黄浦江,63401120,water_level,2.44,m,3
2022-05-28,松浦大桥,黄浦江,63401120,water_level,2.45,m,3
2022-05-29,松浦大桥,黄浦江,63401120,water_level,2.47,m,3
2022-05-30,松浦大桥,黄浦江,63401120,water_level,2.6,m,3
2022-05-31,松浦大桥,黄浦江,63401120,water_level,2.68,m,3
2022-06-01,松浦大桥,黄浦江,63401120,water_level,2.65,m,3
2022-06-02,松浦大桥,黄浦江,63401120,water_level,2.6,m,3
2022-06-03,松浦大桥,黄浦江,63401120,water_level,2.59,m,3
2022-06-04,松浦大桥,黄浦江,63401120,water_level,2.59,m,3
2022-06-05,松浦大桥,黄浦江,63401120,water_level,2.59,m,3
2022-06-06,松浦大桥,黄浦江,63401120,water_level,2.84,m,3
2022-06-07,松浦大桥,黄浦江,63401120,water_level,2.89,m,3
2022-06-08,松浦大桥,黄浦江,63401120,water_level,2.75,m,3
2022-06-09,松浦大桥,黄浦江,63401120,water_level,2.66,m,3
2022-06-10,松浦大桥,黄浦江,63401120,water_level,2.62,m,3
2022-06-11,松浦大桥,黄浦江,63401120,water_level,2.6,m,3
2022-06-12,松浦大桥,黄浦江,63401120,water_level,2.64,m,3
2022-06-13,松浦大桥,黄浦江,63401120,water_level,2.64,m,3
2022-06-14,松浦大桥,黄浦江,63401120,water_level,2.71,m,3
2022-06-15,松浦大桥,黄浦江,63401120,water_level,2.73,m,3
2022-06-16,松浦大桥,黄浦江,63401120,water_level,2.77,m,3
2022-06-17,松浦大桥,黄浦江,63401120,water_level,2.72,m,3
2022-06-18,松浦大桥,黄浦江,63401120,water_level,2.68,m,3
2022-06-19,松浦大桥,黄浦江,63401120,water_level,2.66,m,3
2022-06-20,松浦大桥,黄浦江,63401120,water_level,2.68,m,3
2022-06-21,松浦大桥,黄浦江,63401120,water_level,2.62,m,3
2022-06-22,松浦大桥,黄浦江,63401120,water_level,2.6,m,3
2022-06-23,松浦大桥,黄浦江,63401120,water_level,2.54,m,3
2022-06-24,松浦大桥,黄浦江,63401120,water_level,2.47,m,3
2022-06-25,松浦大桥,黄浦江,63401120,water_level,2.5,m,3
2022-06-26,松浦大桥,黄浦江,63401120,water_level,2.47,m,3
2022-06-27,松浦大桥,黄浦江,63401120,water_level,2.47,m,3
2022-06-28,松浦大桥,黄浦江,63401120,water_level,2.48,m,3
2022-06-29,松浦大桥,黄浦江,63401120,water_level,2.43,m,3
2022-06-30,松浦大桥,黄浦江,63401120,water_level,2.56,m,3
2022-07-01,松浦大桥,黄浦江,63401120,water_level,2.6,m,3
2022-07-02,松浦大桥,黄浦江,63401120,water_level,2.63,m,3
2022-07-03,松浦大桥,黄浦江,63401120,water_level,2.63,m,3
2022-07-04,松浦大桥,黄浦江,63401120,water_level,2.64,m,3
2022-07-05,松浦大桥,黄浦江,63401120,water_level,2.61,m,3
2022-07-06,松浦大桥,黄浦江,63401120,water_level,2.62,m,3
2022-07-07,松浦大桥,黄浦江,63401120,water_level,2.55,m,3
2022-07-08,松浦大桥,黄浦江,63401120,water_level,2.51,m,3
2022-07-09,松浦大桥,黄浦江,63401120,water_level,2.55,m,3
2022-07-10,松浦大桥,黄浦江,63401120,water_level,2.45,m,3
2022-07-11,松浦大桥,黄浦江,63401120,water_level,2.49,m,3
2022-07-12,松浦大桥,黄浦江,63401120,water_level,2.55,m,3
2022-07-13,松浦大桥,黄浦江,63401120,water_level,2.57,m,3
2022-07-14,松浦大桥,黄浦江,63401120,water_level,2.56,m,3
2022-07-15,松浦大桥,黄浦江,63401120,water_level,2.62,m,3
2022-07-16,松浦大桥,黄浦江,63401120,water_level,2.67,m,3
2022-07-17,松浦大桥,黄浦江,63401120,water_level,2.69,m,3
2022-07-18,松浦大桥,黄浦江,63401120,water_level,2.71,m,3
2022-07-19,松浦大桥,黄浦江,63401120,water_level,2.69,m,3
2022-07-20,松浦大桥,黄浦江,63401120,water_level,2.68,m,3
2022-07-21,松浦大桥,黄浦江,63401120,water_level,2.6,m,3
2022-07-22,松浦大桥,黄浦江,63401120,water_level,2.58,m,3
2022-07-23,松浦大桥,黄浦江,63401120,water_level,2.5,m,3
2022-07-24,松浦大桥,黄浦江,63401120,water_level,2.42,m,3
2022-07-25,松浦大桥,黄浦江,63401120,water_level,2.48,m,3
2022-07-26,松浦大桥,黄浦江,63401120,water_level,2.47,m,3
2022-07-27,松浦大桥,黄浦江,63401120,water_level,2.45,m,3
2022-07-28,松浦大桥,黄浦江,63401120,water_level,2.49,m,3
2022-07-29,松浦大桥,黄浦江,63401120,water_level,2.53,m,3
2022-07-30,松浦大桥,黄浦江,63401120,water_level,2.58,m,3
2022-07-31,松浦大桥,黄浦江,63401120,water_level,2.67,m,3
2022-08-01,松浦大桥,黄浦江,63401120,water_level,2.67,m,3
2022-08-02,松浦大桥,黄浦江,63401120,water_level,2.65,m,3
2022-08-03,松浦大桥,黄浦江,63401120,water_level,2.81,m,3
2022-08-04,松浦大桥,黄浦江,63401120,water_level,2.67,m,3
2022-08-05,松浦大桥,黄浦江,63401120,water_level,2.49,m,3
2022-08-06,松浦大桥,黄浦江,63401120,water_level,2.45,m,3
2022-08-07,松浦大桥,黄浦江,63401120,water_level,2.44,m,3
2022-08-08,松浦大桥,黄浦江,63401120,water_level,2.35,m,3
2022-08-09,松浦大桥,黄浦江,63401120,water_level,2.25,m,3
2022-08-10,松浦大桥,黄浦江,63401120,water_level,2.27,m,3
2022-08-11,松浦大桥,黄浦江,63401120,water_level,2.31,m,3
2022-08-12,松浦大桥,黄浦江,63401120,water_level,2.37,m,3
2022-08-13,松浦大桥,黄浦江,63401120,water_level,2.46,m,3
2022-08-14,松浦大桥,黄浦江,63401120,water_level,2.49,m,3
2022-08-15,松浦大桥,黄浦江,63401120,water_level,2.51,m,3
2022-08-16,松浦大桥,黄浦江,63401120,water_level,2.45,m,3
2022-08-17,松浦大桥,黄浦江,63401120,water_level,2.49,m,3
2022-08-18,松浦大桥,黄浦江,63401120,water_level,2.52,m,3
2022-08-19,松浦大桥,黄浦江,63401120,water_level,2.47,m,3
2022-08-20,松浦大桥,黄浦江,63401120,water_level,2.37,m,3
2022-08-21,松浦大桥,黄浦江,63401120,water_level,2.4,m,3
2022-08-22,松浦大桥,黄浦江,63401120,water_level,2.33,m,3
2022-08-23,松浦大桥,黄浦江,63401120,water_level,2.27,m,3
2022-08-24,松浦大桥,黄浦江,63401120,water_level,2.36,m,3
2022-08-25,松浦大桥,黄浦江,63401120,water_level,2.4,m,3
2022-08-26,松浦大桥,黄浦江,63401120,water_level,2.37,m,3
2022-08-27,松浦大桥,黄浦江,63401120,water_level,2.46,m,3
2022-08-28,松浦大桥,黄浦江,63401120,water_level,2.53,m,3
2022-08-29,松浦大桥,黄浦江,63401120,water_level,2.57,m,3
2022-08-30,松浦大桥,黄浦江,63401120,water_level,2.56,m,3
2022-08-31,松浦大桥,黄浦江,63401120,water_level,2.59,m,3
2022-09-01,松浦大桥,黄浦江,63401120,water_level,2.59,m,3
2022-09-02,松浦大桥,黄浦江,63401120,water_level,2.6,m,3
2022-09-03,松浦大桥,黄浦江,63401120,water_level,2.7,m,3
2022-09-04,松浦大桥,黄浦江,63401120,water_level,2.75,m,3
2022-09-05,松浦大桥,黄浦江,63401120,water_level,2.76,m,3
2022-09-06,松浦大桥,黄浦江,63401120,water_level,2.78,m,3
2022-09-07,松浦大桥,黄浦江,63401120,water_level,2.63,m,3
2022-09-08,松浦大桥,黄浦江,63401120,water_level,2.39,m,3
2022-09-09,松浦大桥,黄浦江,63401120,water_level,2.52,m,3
2022-09-10,松浦大桥,黄浦江,63401120,water_level,2.53,m,3
2022-09-11,松浦大桥,黄浦江,63401120,water_level,2.55,m,3
2022-09-12,松浦大桥,黄浦江,63401120,water_level,2.63,m,3
2022-09-13,松浦大桥,黄浦江,63401120,water_level,2.78,m,3
2022-09-14,松浦大桥,黄浦江,63401120,water_level,2.9,m,3
2022-09-15,松浦大桥,黄浦江,63401120,water_level,2.96,m,3
2022-09-16,松浦大桥,黄浦江,63401120,water_level,3.27,m,3
2022-09-17,松浦大桥,黄浦江,63401120,water_level,2.81,m,3
2022-09-18,松浦大桥,黄浦江,63401120,water_level,2.72,m,3
2022-09-19,松浦大桥,黄浦江,63401120,water_level,2.62,m,3
2022-09-20,松浦大桥,黄浦江,63401120,water_level,2.73,m,3
2022-09-21,松浦大桥,黄浦江,63401120,water_level,2.62,m,3
2022-09-22,松浦大桥,黄浦江,63401120,water_level,2.5,m,3
2022-09-23,松浦大桥,黄浦江,63401120,water_level,2.51,m,3
2022-09-24,松浦大桥,黄浦江,63401120,water_level,2.5,m,3
2022-09-25,松浦大桥,黄浦江,63401120,water_level,2.53,m,3
2022-09-26,松浦大桥,黄浦江,63401120,water_level,2.5,m,3
2022-09-27,松浦大桥,黄浦江,63401120,water_level,2.55,m,3
2022-09-28,松浦大桥,黄浦江,63401120,water_level,2.6,m,3
2022-09-29,松浦大桥,黄浦江,63401120,water_level,2.59,m,3
2022-09-30,松浦大桥,黄浦江,63401120,water_level,2.59,m,3
2022-10-01,松浦大桥,黄浦江,63401120,water_level,2.58,m,3
2022-10-02,松浦大桥,黄浦江,63401120,water_level,2.54,m,3
2022-10-03,松浦大桥,黄浦江,63401120,water_level,2.44,m,3
2022-10-04,松浦大桥,黄浦江,63401120,water_level,2.39,m,3
2022-10-05,松浦大桥,黄浦江,63401120,water_level,2.55,m,3
2022-10-06,松浦大桥,黄浦江,63401120,water_level,2.45,m,3
2022-10-07,松浦大桥,黄浦江,63401120,water_level,2.43,m,3
2022-10-08,松浦大桥,黄浦江,63401120,water_level,2.53,m,3
2022-10-09,松浦大桥,黄浦江,63401120,water_level,2.48,m,3
2022-10-10,松浦大桥,黄浦江,63401120,water_level,2.54,m,3
2022-10-11,松浦大桥,黄浦江,63401120,water_level,2.59,m,3
2022-10-12,松浦大桥,黄浦江,63401120,water_level,2.49,m,3
2022-10-13,松浦大桥,黄浦江,63401120,water_level,2.52,m,3
2022-10-14,松浦大桥,黄浦江,63401120,water_level,2.56,m,3
2022-10-15,松浦大桥,黄浦江,63401120,water_level,2.53,m,3
2022-10-16,松浦大桥,黄浦江,63401120,water_level,2.46,m,3
2022-10-17,松浦大桥,黄浦江,63401120,water_level,2.42,m,3
2022-10-18,松浦大桥,黄浦江,63401120,water_level,2.55,m,3
2022-10-19,松浦大桥,黄浦江,63401120,water_level,2.36,m,3
2022-10-20,松浦大桥,黄浦江,63401120,water_level,2.25,m,3
2022-10-21,松浦大桥,黄浦江,63401120,water_level,2.27,m,3
2022-10-22,松浦大桥,黄浦江,63401120,water_level,2.23,m,3
2022-10-23,松浦大桥,黄浦江,63401120,water_level,2.28,m,3
2022-10-24,松浦大桥,黄浦江,63401120,water_level,2.37,m,3
2022-10-25,松浦大桥,黄浦江,63401120,water_level,2.41,m,3
2022-10-26,松浦大桥,黄浦江,63401120,water_level,2.42,m,3
2022-10-27,松浦大桥,黄浦江,63401120,water_level,2.46,m,3
2022-10-28,松浦大桥,黄浦江,63401120,water_level,2.54,m,3
2022-10-29,松浦大桥,黄浦江,63401120,water_level,2.54,m,3
2022-10-30,松浦大桥,黄浦江,63401120,water_level,2.48,m,3
2022-10-31,松浦大桥,黄浦江,63401120,water_level,2.49,m,3
2022-11-01,松浦大桥,黄浦江,63401120,water_level,2.49,m,3
2022-11-02,松浦大桥,黄浦江,63401120,water_level,2.46,m,3
2022-11-03,松浦大桥,黄浦江,63401120,water_level,2.33,m,3
2022-11-04,松浦大桥,黄浦江,63401120,water_level,2.28,m,3
2022-11-05,松浦大桥,黄浦江,63401120,water_level,2.46,m,3
2022-11-06,松浦大桥,黄浦江,63401120,water_level,2.33,m,3
2022-11-07,松浦大桥,黄浦江,63401120,water_level,2.35,m,3
2022-11-08,松浦大桥,黄浦江,63401120,water_level,2.38,m,3
2022-11-09,松浦大桥,黄浦江,63401120,water_level,2.41,m,3
2022-11-10,松浦大桥,黄浦江,63401120,water_level,2.43,m,3
2022-11-11,松浦大桥,黄浦江,63401120,water_level,2.43,m,3
2022-11-12,松浦大桥,黄浦江,63401120,water_level,2.43,m,3
2022-11-13,松浦大桥,黄浦江,63401120,water_level,2.4,m,3
2022-11-14,松浦大桥,黄浦江,63401120,water_level,2.5,m,3
2022-11-15,松浦大桥,黄浦江,63401120,water_level,2.3,m,3
2022-11-16,松浦大桥,黄浦江,63401120,water_level,2.31,m,3
2022-11-17,松浦大桥,黄浦江,63401120,water_level,2.3,m,3
2022-11-18,松浦大桥,黄浦江,63401120,water_level,2.37,m,3
2022-11-19,松浦大桥,黄浦江,63401120,water_level,2.4,m,3
2022-11-20,松浦大桥,黄浦江,63401120,water_level,2.35,m,3
2022-11-21,松浦大桥,黄浦江,63401120,water_level,2.33,m,3
2022-11-22,松浦大桥,黄浦江,63401120,water_level,2.36,m,3
2022-11-23,松浦大桥,黄浦江,63401120,water_level,2.42,m,3
2022-11-24,松浦大桥,黄浦江,63401120,water_level,2.48,m,3
2022-11-25,松浦大桥,黄浦江,63401120,water_level,2.46,m,3
2022-11-26,松浦大桥,黄浦江,63401120,water_level,2.47,m,3
2022-11-27,松浦大桥,黄浦江,63401120,water_level,2.52,m,3
2022-11-28,松浦大桥,黄浦江,63401120,water_level,2.47,m,3
2022-11-29,松浦大桥,黄浦江,63401120,water_level,2.45,m,3
2022-11-30,松浦大桥,黄浦江,63401120,water_level,2.73,m,3
2022-12-01,松浦大桥,黄浦江,63401120,water_level,2.65,m,3
2022-12-02,松浦大桥,黄浦江,63401120,water_level,2.32,m,3
2022-12-03,松浦大桥,黄浦江,63401120,water_level,2.35,m,3
2022-12-04,松浦大桥,黄浦江,63401120,water_level,2.34,m,3
2022-12-05,松浦大桥,黄浦江,63401120,water_level,2.58,m,3
2022-12-06,松浦大桥,黄浦江,63401120,water_level,2.5,m,3
2022-12-07,松浦大桥,黄浦江,63401120,water_level,2.4,m,3
2022-12-08,松浦大桥,黄浦江,63401120,water_level,2.38,m,3
2022-12-09,松浦大桥,黄浦江,63401120,water_level,2.4,m,3
2022-12-10,松浦大桥,黄浦江,63401120,water_level,2.47,m,3
2022-12-11,松浦大桥,黄浦江,63401120,water_level,2.47,m,3
2022-12-12,松浦大桥,黄浦江,63401120,water_level,2.53,m,3
2022-12-13,松浦大桥,黄浦江,63401120,water_level,2.39,m,3
2022-12-14,松浦大桥,黄浦江,63401120,water_level,2.35,m,3
2022-12-15,松浦大桥,黄浦江,63401120,water_level,2.36,m,3
2022-12-16,松浦大桥,黄浦江,63401120,water_level,2.12,m,3
2022-12-17,松浦大桥,黄浦江,63401120,water_level,2.36,m,3
2022-12-18,松浦大桥,黄浦江,63401120,water_level,2.18,m,3
2022-12-19,松浦大桥,黄浦江,63401120,water_level,2.03,m,3
2022-12-20,松浦大桥,黄浦江,63401120,water_level,1.93,m,3
2022-12-21,松浦大桥,黄浦江,63401120,water_level,2.13,m,3
2022-12-22,松浦大桥,黄浦江,63401120,water_level,2.14,m,3
2022-12-23,松浦大桥,黄浦江,63401120,water_level,2.22,m,3
2022-12-24,松浦大桥,黄浦江,63401120,water_level,2.21,m,3
2022-12-25,松浦大桥,黄浦江,63401120,water_level,2.18,m,3
2022-12-26,松浦大桥,黄浦江,63401120,water_level,2.24,m,3
2022-12-27,松浦大桥,黄浦江,63401120,water_level,2.3,m,3
2022-12-28,松浦大桥,黄浦江,63401120,water_level,2.3,m,3
2022-12-29,松浦大桥,黄浦江,63401120,water_level,2.29,m,3
2022-12-30,松浦大桥,黄浦江,63401120,water_level,2.25,m,3
2022-12-31,松浦大桥,黄浦江,63401120,water_level,2.2,m,3
2023-01-01,松浦大桥,黄浦江,63401120,water_level,2.16,m,3
2023-01-02,松浦大桥,黄浦江,63401120,water_level,2.11,m,3
2023-01-03,松浦大桥,黄浦江,63401120,water_level,2.15,m,3
2023-01-04,松浦大桥,黄浦江,63401120,water_level,2.11,m,3
2023-01-05,松浦大桥,黄浦江,63401120,water_level,2.1,m,3
2023-01-06,松浦大桥,黄浦江,63401120,water_level,2.15,m,3
2023-01-07,松浦大桥,黄浦江,63401120,water_level,2.17,m,3
2023-01-08,松浦大桥,黄浦江,63401120,water_level,2.2,m,3
2023-01-09,松浦大桥,黄浦江,63401120,water_level,2.17,m,3
2023-01-10,松浦大桥,黄浦江,63401120,water_level,2.27,m,3
2023-01-11,松浦大桥,黄浦江,63401120,water_level,2.36,m,3
2023-01-12,松浦大桥,黄浦江,63401120,water_level,2.25,m,3
2023-01-13,松浦大桥,黄浦江,63401120,water_level,2.28,m,3
2023-01-14,松浦大桥,黄浦江,63401120,water_level,2.3,m,3
2023-01-15,松浦大桥,黄浦江,63401120,water_level,2.55,m,3
2023-01-16,松浦大桥,黄浦江,63401120,water_level,2.48,m,3
2023-01-17,松浦大桥,黄浦江,63401120,water_level,2.3,m,3
2023-01-18,松浦大桥,黄浦江,63401120,water_level,2.23,m,3
2023-01-19,松浦大桥,黄浦江,63401120,water_level,2.23,m,3
2023-01-20,松浦大桥,黄浦江,63401120,water_level,2.19,m,3
2023-01-21,松浦大桥,黄浦江,63401120,water_level,2.26,m,3
2023-01-22,松浦大桥,黄浦江,63401120,water_level,2.28,m,3
2023-01-23,松浦大桥,黄浦江,63401120,water_level,2.38,m,3
2023-01-24,松浦大桥,黄浦江,63401120,water_level,2.51,m,3
2023-01-25,松浦大桥,黄浦江,63401120,water_level,2.61,m,3
2023-01-26,松浦大桥,黄浦江,63401120,water_level,2.32,m,3
2023-01-27,松浦大桥,黄浦江,63401120,water_level,2.33,m,3
2023-01-28,松浦大桥,黄浦江,63401120,water_level,2.43,m,3
2023-01-29,松浦大桥,黄浦江,63401120,water_level,2.27,m,3
2023-01-30,松浦大桥,黄浦江,63401120,water_level,2.15,m,3
2023-01-31,松浦大桥,黄浦江,63401120,water_level,2.19,m,3
2023-02-01,松浦大桥,黄浦江,63401120,water_level,2.08,m,3
2023-02-02,松浦大桥,黄浦江,63401120,water_level,2.24,m,3
2023-02-03,松浦大桥,黄浦江,63401120,water_level,2.31,m,3
2023-02-04,松浦大桥,黄浦江,63401120,water_level,2.16,m,3
2023-02-05,松浦大桥,黄浦江,63401120,water_level,2.24,m,3
2023-02-06,松浦大桥,黄浦江,63401120,water_level,2.24,m,3
2023-02-07,松浦大桥,黄浦江,63401120,water_level,2.33,m,3
2023-02-08,松浦大桥,黄浦江,63401120,water_level,2.43,m,3
2023-02-09,松浦大桥,黄浦江,63401120,water_level,2.43,m,3
2023-02-10,松浦大桥,黄浦江,63401120,water_level,2.45,m,3
2023-02-11,松浦大桥,黄浦江,63401120,water_level,2.46,m,3
2023-02-12,松浦大桥,黄浦江,63401120,water_level,2.47,m,3
2023-02-13,松浦大桥,黄浦江,63401120,water_level,2.49,m,3
2023-02-14,松浦大桥,黄浦江,63401120,water_level,2.69,m,3
2023-02-15,松浦大桥,黄浦江,63401120,water_level,2.56,m,3
2023-02-16,松浦大桥,黄浦江,63401120,water_level,2.36,m,3
2023-02-17,松浦大桥,黄浦江,63401120,water_level,2.31,m,3
2023-02-18,松浦大桥,黄浦江,63401120,water_level,2.28,m,3
2023-02-19,松浦大桥,黄浦江,63401120,water_level,2.31,m,3
2023-02-20,松浦大桥,黄浦江,63401120,water_level,2.39,m,3
2023-02-21,松浦大桥,黄浦江,63401120,water_level,2.42,m,3
2023-02-22,松浦大桥,黄浦江,63401120,water_level,2.53,m,3
2023-02-23,松浦大桥,黄浦江,63401120,water_level,2.47,m,3
2023-02-24,松浦大桥,黄浦江,63401120,water_level,2.48,m,3
2023-02-25,松浦大桥,黄浦江,63401120,water_level,2.47,m,3
2023-02-26,松浦大桥,黄浦江,63401120,water_level,2.48,m,3
2023-02-27,松浦大桥,黄浦江,63401120,water_level,2.35,m,3
2023-02-28,松浦大桥,黄浦江,63401120,water_level,2.25,m,3
2023-03-01,松浦大桥,黄浦江,63401120,water_level,2.15,m,3
2023-03-02,松浦大桥,黄浦江,63401120,water_level,2.09,m,3
2023-03-03,松浦大桥,黄浦江,63401120,water_level,2.13,m,3
2023-03-04,松浦大桥,黄浦江,63401120,water_level,2.01,m,3
2023-03-05,松浦大桥,黄浦江,63401120,water_level,2.12,m,3
2023-03-06,松浦大桥,黄浦江,63401120,water_level,2.17,m,3
2023-03-07,松浦大桥,黄浦江,63401120,water_level,2.19,m,3
2023-03-08,松浦大桥,黄浦江,63401120,water_level,2.19,m,3
2023-03-09,松浦大桥,黄浦江,63401120,water_level,2.24,m,3
2023-03-10,松浦大桥,黄浦江,63401120,water_level,2.3,m,3
2023-03-11,松浦大桥,黄浦江,63401120,water_level,2.32,m,3
2023-03-12,松浦大桥,黄浦江,63401120,water_level,2.35,m,3
2023-03-13,松浦大桥,黄浦江,63401120,water_level,2.44,m,3
2023-03-14,松浦大桥,黄浦江,63401120,water_level,2.33,m,3
2023-03-15,松浦大桥,黄浦江,63401120,water_level,2.11,m,3
2023-03-16,松浦大桥,黄浦江,63401120,water_level,2.25,m,3
2023-03-17,松浦大桥,黄浦江,63401120,water_level,2.31,m,3
2023-03-18,松浦大桥,黄浦江,63401120,water_level,2.27,m,3
2023-03-19,松浦大桥,黄浦江,63401120,water_level,2.26,m,3
2023-03-20,松浦大桥,黄浦江,63401120,water_level,2.24,m,3
2023-03-21,松浦大桥,黄浦江,63401120,water_level,2.27,m,3
2023-03-22,松浦大桥,黄浦江,63401120,water_level,2.45,m,3
2023-03-23,松浦大桥,黄浦江,63401120,water_level,2.52,m,3
2023-03-24,松浦大桥,黄浦江,63401120,water_level,2.56,m,3
2023-03-25,松浦大桥,黄浦江,63401120,water_level,2.61,m,3
2023-03-26,松浦大桥,黄浦江,63401120,water_level,2.51,m,3
2023-03-27,松浦大桥,黄浦江,63401120,water_level,2.49,m,3
2023-03-28,松浦大桥,黄浦江,63401120,water_level,2.4,m,3
2023-03-29,松浦大桥,黄浦江,63401120,water_level,2.29,m,3
2023-03-30,松浦大桥,黄浦江,63401120,water_level,2.25,m,3
2023-03-31,松浦大桥,黄浦江,63401120,water_level,2.19,m,3
2023-04-01,松浦大桥,黄浦江,63401120,water_level,2.18,m,3
2023-04-02,松浦大桥,黄浦江,63401120,water_level,2.2,m,3
2023-04-03,松浦大桥,黄浦江,63401120,water_level,2.26,m,3
2023-04-04,松浦大桥,黄浦江,63401120,water_level,2.26,m,3
2023-04-05,松浦大桥,黄浦江,63401120,water_level,2.38,m,3
2023-04-06,松浦大桥,黄浦江,63401120,water_level,2.35,m,3
2023-04-07,松浦大桥,黄浦江,63401120,water_level,2.43,m,3
2023-04-08,松浦大桥,黄浦江,63401120,water_level,2.42,m,3
2023-04-09,松浦大桥,黄浦江,63401120,water_level,2.45,m,3
2023-04-10,松浦大桥,黄浦江,63401120,water_level,2.38,m,3
2023-04-11,松浦大桥,黄浦江,63401120,water_level,2.35,m,3
2023-04-12,松浦大桥,黄浦江,63401120,water_level,2.35,m,3
2023-04-13,松浦大桥,黄浦江,63401120,water_level,2.42,m,3
2023-04-14,松浦大桥,黄浦江,63401120,water_level,2.24,m,3
2023-04-15,松浦大桥,黄浦江,63401120,water_level,2.24,m,3
2023-04-16,松浦大桥,黄浦江,63401120,water_level,2.31,m,3
2023-04-17,松浦大桥,黄浦江,63401120,water_level,2.29,m,3
2023-04-18,松浦大桥,黄浦江,63401120,water_level,2.31,m,3
2023-04-19,松浦大桥,黄浦江,63401120,water_level,2.32,m,3
2023-04-20,松浦大桥,黄浦江,63401120,water_level,2.45,m,3
2023-04-21,松浦大桥,黄浦江,63401120,water_level,2.45,m,3
2023-04-22,松浦大桥,黄浦江,63401120,water_level,2.57,m,3
2023-04-23,松浦大桥,黄浦江,63401120,water_level,2.57,m,3
2023-04-24,松浦大桥,黄浦江,63401120,water_level,2.57,m,3
2023-04-25,松浦大桥,黄浦江,63401120,water_level,2.64,m,3
2023-04-26,松浦大桥,黄浦江,63401120,water_level,2.46,m,3
2023-04-27,松浦大桥,黄浦江,63401120,water_level,2.4,m,3
2023-04-28,松浦大桥,黄浦江,63401120,water_level,2.27,m,3
2023-04-29,松浦大桥,黄浦江,63401120,water_level,2.21,m,3
2023-04-30,松浦大桥,黄浦江,63401120,water_level,2.25,m,3
2023-05-01,松浦大桥,黄浦江,63401120,water_level,2.19,m,3
2023-05-02,松浦大桥,黄浦江,63401120,water_level,2.17,m,3
2023-05-03,松浦大桥,黄浦江,63401120,water_level,2.21,m,3
2023-05-04,松浦大桥,黄浦江,63401120,water_level,2.25,m,3
2023-05-05,松浦大桥,黄浦江,63401120,water_level,2.29,m,3
2023-05-06,松浦大桥,黄浦江,63401120,water_level,2.39,m,3
2023-05-07,松浦大桥,黄浦江,63401120,water_level,2.5,m,3
2023-05-08,松浦大桥,黄浦江,63401120,water_level,2.55,m,3
2023-05-09,松浦大桥,黄浦江,63401120,water_level,2.61,m,3
2023-05-10,松浦大桥,黄浦江,63401120,water_level,2.51,m,3
2023-05-11,松浦大桥,黄浦江,63401120,water_level,2.42,m,3
2023-05-12,松浦大桥,黄浦江,63401120,water_level,2.4,m,3
2023-05-13,松浦大桥,黄浦江,63401120,water_level,2.38,m,3
2023-05-14,松浦大桥,黄浦江,63401120,water_level,2.33,m,3
2023-05-15,松浦大桥,黄浦江,63401120,water_level,2.33,m,3
2023-05-16,松浦大桥,黄浦江,63401120,water_level,2.31,m,3
2023-05-17,松浦大桥,黄浦江,63401120,water_level,2.32,m,3
2023-05-18,松浦大桥,黄浦江,63401120,water_level,2.41,m,3
2023-05-19,松浦大桥,黄浦江,63401120,water_level,2.48,m,3
2023-05-20,松浦大桥,黄浦江,63401120,water_level,2.55,m,3
2023-05-21,松浦大桥,黄浦江,63401120,water_level,2.49,m,3
2023-05-22,松浦大桥,黄浦江,63401120,water_level,2.52,m,3
2023-05-23,松浦大桥,黄浦江,63401120,water_level,2.59,m,3
2023-05-24,松浦大桥,黄浦江,63401120,water_level,2.53,m,3
