target_date,actual_turbidity,predicted_turbidity,actual_clearness,predicted_clearness,dominant_driver_domain,dominant_driver_domain_score,dominant_inhibitor_domain,dominant_inhibitor_domain_score,top_driver_1_feature,top_driver_1_label,top_driver_1_domains,top_driver_1_score,top_driver_2_feature,top_driver_2_label,top_driver_2_domains,top_driver_2_score,top_driver_3_feature,top_driver_3_label,top_driver_3_domains,top_driver_3_score,top_inhibitor_1_feature,top_inhibitor_1_label,top_inhibitor_1_domains,top_inhibitor_1_score,top_inhibitor_2_feature,top_inhibitor_2_label,top_inhibitor_2_domains,top_inhibitor_2_score,top_inhibitor_3_feature,top_inhibitor_3_label,top_inhibitor_3_domains,top_inhibitor_3_score
2024-11-28,89.02716827392578,86.43138122558594,0.3304798901081085,0.3354458212852478,水动力过程,0.05643949782825075,水质本底,0.19741302699549124,dayofyear_sin,年周期正弦分量,降雨过程,0.03325249254703522,wind_dir_cos,风向余弦分量,风场扰动,0.01669301837682724,dayofyear_cos,年周期余弦分量,降雨过程,0.011034182272851467,ph,pH,水质本底,0.1835409700870514,codmn,高锰酸盐指数,水质本底 / 自净沉降,0.01146324910223484,precipitation_7d,近7日降水累计,降雨过程 / 径流输入,0.006745350081473589
2024-11-29,116.90283203125,90.39031982421875,0.28469398617744446,0.3279290795326233,水动力过程,0.07032149606675375,水质本底,0.2116363795939833,dayofyear_sin,年周期正弦分量,降雨过程,0.031207213178277016,wind_dir_cos,风向余弦分量,风场扰动,0.015930937603116035,songpu_flow_m3s_7d_mean,松浦大桥流量7日均值,水动力过程 / 自净沉降,0.012499510310590267,ph,pH,水质本底,0.19618535041809082,codmn,高锰酸盐指数,水质本底 / 自净沉降,0.012562279589474201,songpu_water_level_m_1d_diff,松浦大桥水位日变化,水动力过程 / 泥沙再悬浮,0.007036559749394655
2024-11-30,136.15066528320312,113.81694030761719,0.25902679562568665,0.2891956567764282,水动力过程,0.1036123767553363,水质本底,0.26165405253414065,dayofyear_sin,年周期正弦分量,降雨过程,0.03787011280655861,songpu_flow_m3s_7d_mean,松浦大桥流量7日均值,水动力过程 / 自净沉降,0.014542791061103344,wind_dir_cos,风向余弦分量,风场扰动,0.0144880386069417,ph,pH,水质本底,0.24487952888011932,codmn,高锰酸盐指数,水质本底 / 自净沉降,0.01404513604938984,precipitation_7d,近7日降水累计,降雨过程 / 径流输入,0.009519623592495918
2024-12-01,149.07850646972656,128.9735565185547,0.2437373548746109,0.26814985275268555,水动力过程,0.10690823386539705,水质本底,0.28888349200133234,dayofyear_sin,年周期正弦分量,降雨过程,0.04008905589580536,dayofyear_cos,年周期余弦分量,降雨过程,0.014694249257445335,songpu_flow_m3s_7d_mean,松浦大桥流量7日均值,水动力过程 / 自净沉降,0.014261565171182156,ph,pH,水质本底,0.2694576382637024,codmn,高锰酸盐指数,水质本底 / 自净沉降,0.01687665842473507,precipitation_7d,近7日降水累计,降雨过程 / 径流输入,0.010413560084998608
2024-12-02,180.03782653808594,138.53738403320312,0.21190398931503296,0.2560984492301941,水动力过程,0.12164371004291752,水质本底,0.31004273251164705,dayofyear_sin,年周期正弦分量,降雨过程,0.04022470861673355,dayofyear_cos,年周期余弦分量,降雨过程,0.015855057165026665,songpu_flow_m3s_7d_mean,松浦大桥流量7日均值,水动力过程 / 自净沉降,0.015711605548858643,ph,pH,水质本底,0.2870525121688843,codmn,高锰酸盐指数,水质本底 / 自净沉降,0.019453708082437515,nutrient_risk_index,营养盐风险指数,营养盐负荷 / 农业面源,0.012076817452907562
2024-12-03,198.78750610351562,161.09837341308594,0.195176899433136,0.23066014051437378,水动力过程,0.1467992624384351,水质本底,0.35204109497135505,dayofyear_sin,年周期正弦分量,降雨过程,0.0435631200671196,dayofyear_cos,年周期余弦分量,降雨过程,0.019013576209545135,songpu_flow_m3s_7d_mean,松浦大桥流量7日均值,水动力过程 / 自净沉降,0.016585269942879677,ph,pH,水质本底,0.31993818283081055,codmn,高锰酸盐指数,水质本底 / 自净沉降,0.025139831006526947,nutrient_risk_index,营养盐风险指数,营养盐负荷 / 农业面源,0.015137212350964546
2024-12-04,174.9654998779297,173.16476440429688,0.21672752499580383,0.2184734344482422,水动力过程,0.16424937410920393,水质本底,0.3848441265436122,dayofyear_sin,年周期正弦分量,降雨过程,0.043790433555841446,dayofyear_cos,年周期余弦分量,降雨过程,0.02127693220973015,huangdu_water_level_m_3d_mean,黄渡水位3日均值,水动力过程,0.01843893527984619,ph,pH,水质本底,0.3476962745189667,codmn,高锰酸盐指数,水质本底 / 自净沉降,0.02939104102551937,nutrient_risk_index,营养盐风险指数,营养盐负荷 / 农业面源,0.0195532888174057
2024-12-05,165.18482971191406,154.54849243164062,0.22643421590328217,0.23766100406646729,水动力过程,0.11737856714535155,水质本底,0.33377350494265556,dayofyear_sin,年周期正弦分量,降雨过程,0.03536007180809975,wind_dir_cos,风向余弦分量,风场扰动,0.020519549027085304,dayofyear_cos,年周期余弦分量,降雨过程,0.020358644425868988,ph,pH,水质本底,0.29979407787323,codmn,高锰酸盐指数,水质本底 / 自净沉降,0.026454327628016472,nutrient_risk_index,营养盐风险指数,营养盐负荷 / 农业面源,0.016098035499453545
2024-12-06,137.61050415039062,146.84039306640625,0.25722968578338623,0.24628764390945435,水动力过程,0.10472728130116593,水质本底,0.31388572440482676,dayofyear_sin,年周期正弦分量,降雨过程,0.030303340405225754,wind_dir_cos,风向余弦分量,风场扰动,0.024600517004728317,dayofyear_cos,年周期余弦分量,降雨过程,0.020756084471940994,ph,pH,水质本底,0.28163841366767883,codmn,高锰酸盐指数,水质本底 / 自净沉降,0.024501672014594078,air_temp,气温,降雨过程,0.015882309526205063
2024-12-07,131.4774932861328,125.6432876586914,0.26491105556488037,0.2725556492805481,水动力过程,0.0770165708672721,水质本底,0.2621966421138495,wind_dir_cos,风向余弦分量,风场扰动,0.026402723044157028,dayofyear_sin,年周期正弦分量,降雨过程,0.02318437397480011,dayofyear_cos,年周期余弦分量,降雨过程,0.01868033967912197,ph,pH,水质本底,0.23337265849113464,codmn,高锰酸盐指数,水质本底 / 自净沉降,0.02157577872276306,air_temp,气温,降雨过程,0.015525570139288902
2024-12-08,107.16200256347656,119.7870101928711,0.29933035373687744,0.28059184551239014,水动力过程,0.08318338851677254,水质本底,0.25378022040240467,wind_dir_cos,风向余弦分量,风场扰动,0.02995961904525757,dayofyear_sin,年周期正弦分量,降雨过程,0.02011898346245289,dayofyear_cos,年周期余弦分量,降雨过程,0.019207892939448357,ph,pH,水质本底,0.22529438138008118,codmn,高锰酸盐指数,水质本底 / 自净沉降,0.020872099325060844,air_temp,气温,降雨过程,0.01753753051161766
2024-12-09,90.2308349609375,102.59886169433594,0.3282255530357361,0.30664658546447754,水动力过程,0.06832801053133153,水质本底,0.21206092066131532,wind_dir_cos,风向余弦分量,风场扰动,0.023280173540115356,dayofyear_sin,年周期正弦分量,降雨过程,0.016335228458046913,dayofyear_cos,年周期余弦分量,降雨过程,0.015750963240861893,ph,pH,水质本底,0.1862051635980606,codmn,高锰酸盐指数,水质本底 / 自净沉降,0.02009977214038372,air_temp,气温,降雨过程,0.017430879175662994
2024-12-10,79.02449798583984,88.84616088867188,0.35047104954719543,0.33082151412963867,水动力过程,0.05447279359214008,水质本底,0.17179628205485642,wind_dir_cos,风向余弦分量,风场扰动,0.016749057918787003,huangdu_water_level_m_3d_mean,黄渡水位3日均值,水动力过程,0.01551981084048748,water_temp,水温,水质本底,0.01410412322729826,ph,pH,水质本底,0.15131811797618866,codmn,高锰酸盐指数,水质本底 / 自净沉降,0.015775784850120544,air_temp,气温,降雨过程,0.014207862317562103
2024-12-11,68.08466339111328,81.00296783447266,0.37542209029197693,0.3463256359100342,水动力过程,0.06596232751144271,水质本底,0.16917807224672288,huangdu_water_level_m_3d_mean,黄渡水位3日均值,水动力过程,0.017483659088611603,wind_dir_cos,风向余弦分量,风场扰动,0.01684889942407608,dayofyear_cos,年周期余弦分量,降雨过程,0.013931791298091412,ph,pH,水质本底,0.14728432893753052,codmn,高锰酸盐指数,水质本底 / 自净沉降,0.017366323620080948,air_temp,气温,降雨过程,0.014413345605134964
2024-12-12,71.43866729736328,71.80485534667969,0.36737537384033203,0.3665195107460022,水动力过程,0.05773106193555577,水质本底,0.14020513510331511,huangdu_water_level_m_3d_mean,黄渡水位3日均值,水动力过程,0.016957540065050125,wind_dir_cos,风向余弦分量,风场扰动,0.012428225949406624,water_temp,水温,水质本底,0.0120564429089427,ph,pH,水质本底,0.12171744555234909,codmn,高锰酸盐指数,水质本底 / 自净沉降,0.014314173720777035,nutrient_risk_index,营养盐风险指数,营养盐负荷 / 农业面源,0.012388081289827824
2024-12-13,77.18299865722656,75.53262329101562,0.35442256927490234,0.358043909072876,水动力过程,0.06633601937210187,水质本底,0.14885014528408647,huangdu_water_level_m_3d_mean,黄渡水位3日均值,水动力过程,0.018596738576889038,wind_dir_cos,风向余弦分量,风场扰动,0.014502566307783127,dayofyear_cos,年周期余弦分量,降雨过程,0.011045399121940136,ph,pH,水质本底,0.12570235133171082,codmn,高锰酸盐指数,水质本底 / 自净沉降,0.017037080600857735,air_temp,气温,降雨过程,0.012983344495296478
2024-12-14,87.8028335571289,80.00819396972656,0.3328040540218353,0.34839731454849243,水动力过程,0.06639413072844036,水质本底,0.14774993085302413,huangdu_water_level_m_3d_mean,黄渡水位3日均值,水动力过程,0.020204588770866394,water_temp,水温,水质本底,0.012879619374871254,wind_dir_cos,风向余弦分量,风场扰动,0.012414081022143364,ph,pH,水质本底,0.12417585402727127,codmn,高锰酸盐指数,水质本底 / 自净沉降,0.01583617366850376,air_temp,气温,降雨过程,0.013611570931971073
2024-12-15,93.36699676513672,89.01155090332031,0.32248878479003906,0.3305093050003052,水动力过程,0.07810724579758244,水质本底,0.16069141891784966,huangdu_water_level_m_3d_mean,黄渡水位3日均值,水动力过程,0.022452855482697487,water_temp,水温,水质本底,0.01494867354631424,dayofyear_cos,年周期余弦分量,降雨过程,0.01249650213867426,ph,pH,水质本底,0.13427913188934326,codmn,高锰酸盐指数,水质本底 / 自净沉降,0.017346225678920746,air_temp,气温,降雨过程,0.016948826611042023
2024-12-16,91.2248306274414,93.87066650390625,0.3263862431049347,0.3215852379798889,水动力过程,0.07374654662271496,水质本底,0.1579632586799562,huangdu_water_level_m_3d_mean,黄渡水位3日均值,水动力过程,0.023343805223703384,water_temp,水温,水质本底,0.014407483860850334,dayofyear_cos,年周期余弦分量,降雨过程,0.012747864238917828,ph,pH,水质本底,0.13087105751037598,air_temp,气温,降雨过程,0.01847435161471367,codmn,高锰酸盐指数,水质本底 / 自净沉降,0.01747797057032585
2024-12-17,101.2701644897461,92.58577728271484,0.30883756279945374,0.3238997459411621,水动力过程,0.07876849064268754,水质本底,0.15815127710811794,huangdu_water_level_m_3d_mean,黄渡水位3日均值,水动力过程,0.023761291056871414,wind_speed,风速,风场扰动,0.015662124380469322,water_temp,水温,水质本底,0.015075664035975933,ph,pH,水质本底,0.1298825740814209,air_temp,气温,降雨过程,0.019276950508356094,codmn,高锰酸盐指数,水质本底 / 自净沉降,0.018245330080389977
2024-12-18,110.45600128173828,100.70665740966797,0.2942383587360382,0.3097754120826721,水动力过程,0.0822990520100575,水质本底,0.16390250530093908,huangdu_water_level_m_3d_mean,黄渡水位3日均值,水动力过程,0.024207549169659615,wind_speed,风速,风场扰动,0.019260166212916374,water_temp,水温,水质本底,0.015761693939566612,ph,pH,水质本底,0.13306379318237305,codmn,高锰酸盐指数,水质本底 / 自净沉降,0.019926121458411217,air_temp,气温,降雨过程,0.018083155155181885
2024-12-19,114.97799682617188,108.16808319091797,0.2874878942966461,0.2977588176727295,水动力过程,0.09289323500706814,水质本底,0.17451483383774757,huangdu_water_level_m_3d_mean,黄渡水位3日均值,水动力过程,0.024715611711144447,wind_dir_cos,风向余弦分量,风场扰动,0.0200961846858263,water_temp,水温,水质本底,0.015990260988473892,ph,pH,水质本底,0.14010663330554962,codmn,高锰酸盐指数,水质本底 / 自净沉降,0.022456727921962738,air_temp,气温,降雨过程,0.01984723098576069
2024-12-20,115.27100372314453,110.5914306640625,0.28705963492393494,0.2940322160720825,水动力过程,0.08676657665637322,水质本底,0.17907757544890046,huangdu_water_level_m_3d_mean,黄渡水位3日均值,水动力过程,0.02646988444030285,wind_speed,风速,风场扰动,0.02344519831240177,wind_dir_cos,风向余弦分量,风场扰动,0.02249210514128208,ph,pH,水质本底,0.14112910628318787,codmn,高锰酸盐指数,水质本底 / 自净沉降,0.024490073323249817,air_temp,气温,降雨过程,0.021193770691752434
2024-12-21,102.09300231933594,110.37049865722656,0.3074774146080017,0.29436856508255005,水动力过程,0.08003988067503087,水质本底,0.1715313596650958,huangdu_water_level_m_3d_mean,黄渡水位3日均值,水动力过程,0.025792362168431282,wind_dir_cos,风向余弦分量,风场扰动,0.023137321695685387,water_temp,水温,水质本底,0.023069506511092186,ph,pH,水质本底,0.1345369815826416,codmn,高锰酸盐指数,水质本底 / 自净沉降,0.023293323814868927,air_temp,气温,降雨过程,0.021039875224232674
2024-12-22,89.32866668701172,100.01559448242188,0.329912394285202,0.31093263626098633,水动力过程,0.07846654162312916,水质本底,0.1541124538052827,wind_dir_cos,风向余弦分量,风场扰动,0.02545839734375477,huangdu_water_level_m_3d_mean,黄渡水位3日均值,水动力过程,0.02249191887676716,water_temp,水温,水质本底,0.021164067089557648,ph,pH,水质本底,0.12051888555288315,codmn,高锰酸盐指数,水质本底 / 自净沉降,0.021405750885605812,air_temp,气温,降雨过程,0.019804339855909348
2024-12-23,78.94550323486328,89.53683471679688,0.3506386876106262,0.32952165603637695,水动力过程,0.060355140565661713,水质本底,0.13116777478717268,wind_dir_cos,风向余弦分量,风场扰动,0.02730102650821209,water_temp,水温,水质本底,0.021235987544059753,huangdu_water_level_m_3d_mean,黄渡水位3日均值,水动力过程,0.01967996545135975,ph,pH,水质本底,0.10273132473230362,codmn,高锰酸盐指数,水质本底 / 自净沉降,0.018133828416466713,air_temp,气温,降雨过程,0.01776633970439434
2024-12-24,74.2873306274414,81.01908111572266,0.3608284294605255,0.34629231691360474,水动力过程,0.053037556524941465,水质本底,0.11833802424371243,wind_dir_cos,风向余弦分量,风场扰动,0.023772887885570526,water_temp,水温,水质本底,0.02094593457877636,huangdu_water_level_m_3d_mean,黄渡水位3日均值,水动力过程,0.018649475648999214,ph,pH,水质本底,0.0925896167755127,air_temp,气温,降雨过程,0.01694817654788494,codmn,高锰酸盐指数,水质本底 / 自净沉降,0.016542911529541016
2024-12-25,67.9352035522461,77.55249786376953,0.37578970193862915,0.3536222577095032,水动力过程,0.05497587423451478,水质本底,0.11714955144998385,wind_dir_cos,风向余弦分量,风场扰动,0.021297438070178032,water_temp,水温,水质本底,0.020265361294150352,huangdu_water_level_m_3d_mean,黄渡水位3日均值,水动力过程,0.01840692199766636,ph,pH,水质本底,0.09196226298809052,air_temp,气温,降雨过程,0.016774050891399384,codmn,高锰酸盐指数,水质本底 / 自净沉降,0.016623158007860184
2024-12-26,167.7779998779297,71.64669036865234,0.22380609810352325,0.3668886423110962,水动力过程,0.05081085211713798,水质本底,0.10273069023969583,water_temp,水温,水质本底,0.021678052842617035,wind_dir_cos,风向余弦分量,风场扰动,0.019576046615839005,huangdu_water_level_m_3d_mean,黄渡水位3日均值,水动力过程,0.018401987850666046,ph,pH,水质本底,0.08040918409824371,air_temp,气温,降雨过程,0.015226323157548904,codmn,高锰酸盐指数,水质本底 / 自净沉降,0.014734781347215176
2024-12-27,64.22650146484375,148.30618286132812,0.38517624139785767,0.24461305141448975,水动力过程,0.12002305148052983,水质本底,0.21407756056578364,wind_dir_cos,风向余弦分量,风场扰动,0.04436824098229408,water_temp,水温,水质本底,0.0423097088932991,huangdu_water_level_m_3d_mean,黄渡水位3日均值,水动力过程,0.03981652483344078,ph,pH,水质本底,0.16946642100811005,air_temp,气温,降雨过程,0.031578052788972855,codmn,高锰酸盐指数,水质本底 / 自净沉降,0.030327489599585533
2024-12-28,74.37666320800781,68.12962341308594,0.360627144575119,0.3753116726875305,水动力过程,0.05621857276491937,水质本底,0.09725423320196569,water_temp,水温,水质本底,0.02322668395936489,huangdu_water_level_m_3d_mean,黄渡水位3日均值,水动力过程,0.021054713055491447,wind_dir_cos,风向余弦分量,风场扰动,0.02001352049410343,ph,pH,水质本底,0.07756846398115158,air_temp,气温,降雨过程,0.015234007500112057,tn,总氮,营养盐负荷,0.014387225732207298
2024-12-29,85.7941665649414,76.7326431274414,0.33668744564056396,0.3554031252861023,水动力过程,0.06621274224289664,水质本底,0.1083145986776799,water_temp,水温,水质本底,0.0263679102063179,huangdu_water_level_m_3d_mean,黄渡水位3日均值,水动力过程,0.024604743346571922,wind_dir_cos,风向余弦分量,风场扰动,0.019686389714479446,ph,pH,水质本底,0.08598260581493378,air_temp,气温,降雨过程,0.01798558048903942,tn,总氮,营养盐负荷,0.01694892719388008
2024-12-30,99.94066619873047,87.01385498046875,0.31105858087539673,0.3343188166618347,水动力过程,0.07576188976855747,水质本底,0.11918619717471302,huangdu_water_level_m_3d_mean,黄渡水位3日均值,水动力过程,0.028354816138744354,water_temp,水温,水质本底,0.026089759543538094,wind_dir_cos,风向余弦分量,风场扰动,0.014865577220916748,ph,pH,水质本底,0.09540946781635284,air_temp,气温,降雨过程,0.019306398928165436,codmn,高锰酸盐指数,水质本底 / 自净沉降,0.015655996277928352
2024-12-31,119.64679718017578,98.81735229492188,0.28078901767730713,0.3129580616950989,水动力过程,0.0853171762164493,水质本底,0.12922449805773795,huangdu_water_level_m_3d_mean,黄渡水位3日均值,水动力过程,0.03111940622329712,water_temp,水温,水质本底,0.026236724108457565,wind_dir_cos,风向余弦分量,风场扰动,0.01709667220711708,ph,pH,水质本底,0.10386403650045395,air_temp,气温,降雨过程,0.020019706338644028,codmn,高锰酸盐指数,水质本底 / 自净沉降,0.016639167442917824
